City Name,Tour Name,Price,Rating,Review Number,Web Link
Qianxinan,凯里酸汤鱼,￥47,4.2,(11条点评),/food/qianxinan1428/9409334.html
Qianxinan,德克士（金三角广场店）,,4.4,(30条点评),/food/qianxinan1428/11391639.html
Qianxinan,德克士(兴仁店),￥26,4.0,(25条点评),/food/qianxinan1428/11184154.html
Qianxinan,惠诚滋知(兴义五店),￥18,4.5,(17条点评),/food/qianxinan1428/12652407.html
Qianxinan,惠诚滋知(老三中店-兴义2店),￥18,4.5,(19条点评),/food/qianxinan1428/8015132.html
Qianxinan,狮子楼,￥69,4.1,(13条点评),/food/qianxinan1428/13915253.html
Qianxinan,正新鸡排(贵仁店),￥11,5.0,(10条点评),/food/qianxinan1428/16263837.html
Qianxinan,盛知味泉水鱼庄,￥60,4.9,(5条点评),/food/qianxinan1428/13890638.html
Qianxinan,盗汗鸡(兴义店),￥53,4.5,(11条点评),/food/qianxinan1428/16263475.html
Haixi,清真雅兴炕锅烧烤,￥49,4.5,(13条点评),/food/haixi120012/13353428.html
Haixi,鑫和源餐厅,￥40,5.0,(12条点评),/food/haixi120012/13009602.html
Haixi,大才旦古拜生烤羊肉店,,5.0,(2条点评),/food/haixi120012/13951652.html
Haixi,豆花香鱼庄,￥75,5.0,(7条点评),/food/haixi120012/12780663.html
Haixi,清真伊布拉涮肉肥牛,￥57,5.0,(7条点评),/food/haixi120012/16437338.html
Haixi,雅古拜生烤羊肉,￥55,3.3,(3条点评),/food/haixi120012/13702156.html
Haixi,伊布拉特色炕锅,￥50,4.9,(5条点评),/food/haixi120012/8569041.html
Haixi,味香林自助小火锅,￥49,4.5,(2条点评),/food/haixi120012/16757854.html
Haixi,尕布特色炕锅,,5.0,(1条点评),/food/haixi120012/16437290.html
Haixi,大柴旦临夏饭馆,,4.0,(3条点评),/food/haixi120012/11625436.html
Haixi,平常人家,,5.0,(2条点评),/food/haixi120012/151587.html
Haixi,伊流小炒美食城,￥47,4.0,(1条点评),/food/haixi120012/16757627.html
Haixi,西海美食城,,4.0,(1条点评),/food/haixi120012/16757599.html
Haixi,来生缘餐厅,,3.5,(2条点评),/food/haixi120012/16757554.html
Haixi,乡村地锅鸡(第八分店),,4.0,(1条点评),/food/haixi120012/16757742.html
Harbin,马迭尔冷饮厅,￥9,4.5,(1576条点评),/food/haerbin151/4925502.html
Harbin,老昌春饼(中央街店),￥46,4.5,(782条点评),/food/haerbin151/4925403.html
Harbin,波特曼西餐厅(道里店),￥155,4.0,(1075条点评),/food/haerbin151/4925340.html
Harbin,东方饺子王(中央店),￥37,4.0,(233条点评),/food/haerbin151/4925394.html
Harbin,薛府一品酱骨(上游街店),￥59,4.5,(253条点评),/food/haerbin151/4925429.html
Harbin,华梅西餐厅(中央大街店),￥99,4.1,(443条点评),/food/haerbin151/4925349.html
Harbin,老厨家(友谊路总店),￥70,4.5,(303条点评),/food/haerbin151/5313290.html
Harbin,毛毛熏肉大饼,￥52,5.0,(240条点评),/food/haerbin151/4925406.html
Harbin,玉氏滋味馆（道里店）,￥56,4.5,(292条点评),/food/haerbin151/4925352.html
Harbin,塔道斯西餐厅,￥155,4.4,(140条点评),/food/haerbin151/4925468.html
